VALLU_PISTENRO;VALLU_NIMI;DIGISTOPTUNNISTE;X_KOORD;Y_KOORD;KUNTAKOODI
6385;PARTAHARJU;23083;3510953;6917261;593
789;VESTERI;23121;3567623;6920784;420
120;SEINÄJÄRVI;23200;3315273;6928348;010
10361;KOIVISTO(ÄÄNEKOSKI);23274;3435386;6937169;992
16712;ANTIKKALA(LIPERI);23276;3631554;6936322;426
4721;RUUNAKANGAS(LIPERI);23343;3626923;6939010;426
785;VALAMO;23368;3593673;6940186;090
4701;KOIKKALANLAHTITH;23370;3613551;6940191;426
4715;PUROMÄKI;23372;3629569;6940235;426
4697;KAATAMO;23386;3612215;6940929;426
8874;KAUPPILA, VAASANTIE, NIEMI;23492;3231242;6945575;846
17532;YLIOPISTOKATU(JOENSUU);23591;3640971;6947383;167
4723;SIIKAKOSKI(LIPERI);23609;3615501;6947790;426
8878;NORINKYLÄ;23685;3244830;6950200;846
7730;SUMMASSAARI;23735;3414900;6951820;729
17336;VETÄMÄJÄRVI ( LEPISTÖNTIE);23777;3321962;6953535;010
115;NIINIMAA;23793;3316239;6954079;010
7700;LINNANKYLÄ(SAARIJÄRVI);23797;3416420;6954200;729
15719;MURRONNEVA;23799;3323699;6954265;010
17470;HUNNAKKOTH;23875;3315056;6957702;010
117;SALONKYLÄ(ALAVUS);23955;3333609;6961715;010
3679;LEPPÄLÄ(KUORTANE);24083;3322922;6970131;300
2089;ONTREI;24201;3600900;6982470;204
2088;ONNIVAARA;24232;3597700;6985980;204
7968;KEHVO;24303;3528204;6988927;749
7960;AUTIORANTA(SIILINJÄRVI);24305;3524923;6989112;749
10171;KYLÄNPÄÄ(YLISTARO);24374;3277000;6992140;743
1750;KESÄMÄKI;24414;3555980;6994446;174
7971;KOIVUSAARI (SIILINJÄRVI);24420;3526437;6996100;749
1748;KAUNISHARJU(JUANKOSKI);24432;3570730;6995070;174
17167;PARKKILANTIE;24548;3527036;6998639;749
19945;OTRAMÄKI;24618;3558190;7002590;297
5574;PEKKALA (NILSIÄ);24644;3555750;7003350;297
5589;SAHINPURO;24646;3557855;7003385;297
7978;MEHTOMÄKI;24706;3531728;7004898;749
5579;POHJOIS-SÄNKIMÄKI;24768;3544190;7008385;297
5566;MUSTIKKAPURO;24796;3555030;7009835;297
9982;HALLAPURO;24860;3355713;7012052;934
3368;PELLINEN;25096;3318919;7023906;233
15590;ISOPELLINEN;25146;3319532;7025668;233
9751;ALASPÄÄ(VETELI);25280;3338400;7038300;924
6520;ALVAJÄRVI;25285;3418160;7039080;601
6542;MUURASJÄRVEN URHEILUKENTTÄ;25350;3412670;7050320;601
3470;VIITAVESI;25465;3321547;7067097;288
15866;DRYCKSBÄCK;25476;3317556;7068411;288
16371;LOULUS;25478;3320755;7068445;288
16141;VIEREMÄKOULUKESKUS;25519;3500480;7071060;925
16254;ALAVETELIKOULU;25523;3319776;7071573;288
16245;SKRIKO;25548;3321329;7076332;288
16246;ÅBACKA;25556;3318387;7073979;288
3212;STORBYTH;25646;3308743;7084615;272
15323;KNIVSUND;25654;3301793;7085290;272
3200;ISOKYLÄ TH;25678;3309309;7086775;272
9789;MARTTISENJOKI;25684;3495351;7087017;925
3220;BODÖS ÖJA;25718;3298939;7088230;272
16793;LOUHIKKOTIE(KALLINKANGAS);26102;3387428;7304143;241
16739;KALLINKANGAS;26118;3387090;7305248;241
15078;PIRKKIÖ;26122;3372601;7305330;851
8973;KÖNÖLÄ;26293;3385294;7324289;851
8960;KAISAJOKI;26341;3387141;7338399;851
15844;REUTUAAPA;26357;3430634;7340830;845
8122;KIERINKI;26667;3437000;7464500;758
5269;KIHLANKI;26739;3353336;7504149;498
5265;JERISMAJA/KALAPIRTINTH;26815;3376758;7542535;498
20570;JERISMAJATH;26817;3376089;7542939;498
4739;HAKULINTIE;27429;3342613;6688599;444
82358;PARAINEN LAS;27714;3240587;6697603;445
16178;VÅRDÖ(LOVIISA);27773;3459390;6698580;434
15779;MÄÄRLAHTI;28048;3458350;6705480;434
21430;HOVIRANTA;28211;3245593;6707973;202
9698;VELKUA (TEERSALO);29094;3208647;6718129;529
15230;LIMALAHTITH;29142;3479840;6720560;624
7564;VASTILA;29156;3480000;6722910;434
7380;SAKO;29285;3377746;6738362;694
8711;SAARI (TAMMELA);29331;3328211;6743883;834
1670;KIIPU;29429;3305178;6753533;169
972;PALANNESILTA TH;29434;3424065;6753670;098
959;LUHDANTAUSTA;29489;3420880;6755840;098
5492;IMMILÄ;29819;3447400;6764800;532
3382;HYVÄNEULA;29914;3401064;6767710;283
5507;RUUHIJÄRVI;30003;3447100;6771500;532
3387;PALOMAA;30139;3404531;6775056;283
626;MIEROLA;30147;3359377;6775147;082
3913;RIISIKKALA;30239;3325726;6778393;020
7261;VERMUNTILA(RAUMA);30317;3205331;6781996;684
640;TYRVÄNTÖ;30433;3356235;6786088;082
15409;VANTTILA, REKIKOSKENTIETH;30509;3282207;6788190;619
8628;SAIKKOLA(TAIPALSAARI);30575;3557560;6789120;831
1035;KAASALA;30796;3263870;6794949;102
17251;TIILIVUORI;30833;3210252;6796117;684
15654;VANKILA;30846;3262306;6796615;102
8617;KYLÄNIEMI;30878;3563240;6798000;831
16156;HAAPASAARI(RAUMA);30883;3203905;6798139;684
10329;NEVO;31071;3270060;6810340;790
10333;VEHKAKORPI;31099;3268520;6811920;790
10319;HAAPANIEMI(ÄETSÄ);31135;3269880;6814380;790
435;MATKU;31632;3311104;6766284;061
615;VEHKALAHTI (HARTOLA);31722;3458810;6823670;081
9196;FRIITALA VALTATIE 2 (VANHAN HELSINGINTIEN KOHTA);31724;3226615;6824155;886
23138;TEIVOMIKKOLANTIE(RAVIRATA);31765;3320957;6829341;980
8349;LOHILAHTI;31852;3590224;6834807;768
23193;ÄKÖNMAATIETH;31913;3307330;6838290;108
1159;HÄMEENLINNA, EURENINKATU;32801;3362490;6767526;109
1161;HATTELMALA TH;32811;3363035;6764903;109
1476;LAANILA TH;33337;3516489;7589635;148
1469;KAUNISPÄÄ;33355;3518331;7594449;148
1608;HARVIALAN KOULU;33553;3370349;6763016;165
1622;MALLINKAINEN;33719;3381314;6757443;165
1631;REHAKKA;33815;3370861;6748533;165
1635;TANTTALA;33875;3379685;6753341;165
16432;PALVIAINEN TH;34005;3545026;6904880;171
82604;JOUTSENLAMPI;34027;3448173;6852737;172
2006;KANKAANPIRTTI;34078;3408535;6872683;182
2011;HIETAKYLÄ (JÄPPILÄ);34094;3517670;6927650;593
2014;KOTAMÄKI (JÄPPILÄ);34100;3515390;6923656;593
2017;RUUHILAMPI;34108;3522470;6929150;593
2187;JUSSILA(KANGASALA);34258;3340925;6826696;211
15342;KANGASALARASTH;34270;3340098;6824508;211
2195;KORVENPERÄ;34276;3343091;6827785;211
18149;KANNONKOSKI TH;34531;3415641;6992353;216
2375;OHRILUOMA;34548;3227459;6914161;218
2760;HAAPAMÄKITH(KEURUU);34817;3370380;6905780;249
17116;TÖRMÄ(KIHNIÖ);34891;3296813;6906383;250
15181;PYHÄNIEMI(KIHNIÖ);34907;3298603;6903977;250
2856;LATOPURO;34947;3393773;7027846;256
3003;AHVENJÄRVI(KITTILÄ);34965;3425556;7503834;261
3030;PALOKUUSIKKO;35025;3434550;7470692;261
3051;VUONTISPIRTTI;35061;3382470;7566980;047
17523;JÄRILÄKOULU(KOKEMÄKI);35073;3245003;6805301;271
3171;KANKAANTAUSTA(KOKEMÄKI);35077;3257242;6797929;271
3173;KIETTARE;35081;3258351;6800486;271
3180;KUPPARIKALLIOTH;35100;3252761;6802925;271
3190;SÄPILÄ;35127;3252601;6807853;271
3351;BREDSKÄR;35167;3205280;6994420;280
3353;KORSBÄCK;35173;3209360;6978000;280
3356;TAKLAX;35179;3207780;6971220;280
3435;HENRIKSDAL;35291;3210295;6903241;287
15163;HÄRKMERIÖSTRA,HÄRKMERIVÄSTRA;35297;3209611;6907403;287
3444;METSÄLÄ(KRISTIINANKAUPUNKI);35319;3214443;6896143;287
3448;SKAFTUNG;35333;3205814;6903531;287
15635;HAKUNI;35465;3258464;6948142;301
3693;KAMPINKYLÄ;35471;3259714;6956939;301
15636;KORPIKOULUTH(KURIKKA);35477;3254613;6950059;301
3883;KALATON;35529;3605009;6959601;309
3897;POROLA;35553;3609550;6963370;309
4144;EVON METSÄOPISTO;35585;3398412;6788950;109
4155;LIESONKYLÄ;35755;3387819;6785805;109
16578;KOTITALOUSOPPILAITOS(LIEKSA);36143;3654624;7022201;422
4976;SUO-ANTTILA;36303;3543512;6752366;441
25449;TAKASENKATU;36319;3339633;6685710;444
17804;BÖLE(NÄRPIÖ);36621;3208140;6937090;545
17805;KALDNÄS;36627;3208182;6936141;545
15920;KIMO;36679;3271610;7024040;946
5940;MALJASTENSALMI;36709;3372800;6826700;562
6176;KUUSIJÄRVITH(PARKANO);36822;3274460;6875600;581
6669;NIITTYMAA(PORI);37242;3219260;6824530;609
6866;SEPPÄLÄ(PUKKILA);37535;3427463;6729890;616
7197;IMPIÖ;37634;3510003;7319334;683
7526;JUKAJÄRVI;37833;3603250;6824870;700
7538;RASILA;37857;3597580;6799530;700
17219;MIISKU;37911;3641431;6908193;707
17223;AHVENSALMI;38077;3577917;6895914;740
7866;KIVIAPAJA;38093;3593267;6845006;740
7869;LEHTINIEMI(SAVONLINNA);38099;3597281;6868741;740
7878;ORAVI;38121;3584291;6890434;740
7890;TAPPUVIRTA;38149;3576524;6900171;740
8841;LINNONSAARI;38565;3494500;6974040;844
17172;RANTALA TH (TERVO);38581;3484070;6974290;844
82233;VIISARIMÄKI;38638;3450031;6885437;850
9114;SAUNANIEMI;38841;3574379;6963243;857
9621;ONKAMAA;39143;3522670;6728170;075
10065;VIRTASALMI(ML);39379;3524190;6891930;593
15512;MARTIMO;39434;3360200;7345551;976
10263;SÄÄMÄLÄ;39493;3561660;6750360;405
16570;SALOINEN(RAAHE);40198;3378529;7174730;678
5134;MUUROLA;50909;3533661;6741223;489
9909;HEVOSJÄRVI;52514;3424680;7007714;931
9936;KUTEMAINENRAS;52584;3423000;7006299;931
9955;SOLISKYLÄ;52642;3434148;6995548;931
9957;SUOVANLAHTI;52648;3453161;6989901;931
9963;VIITAKANGAS;52664;3441058;7008206;931
9965;VUORILAHTI;52674;3427436;6987260;931
555;ARMISVESI;53061;3482026;6925142;077
562;KANKAINEN(HANKASALMI);53077;3480122;6916818;077
2711;SILVOLA (KERIMÄKI);53387;3611700;6863550;740
4907;TAMMIJÄRVI;53517;3437940;6858580;435
5366;HALLILA;53577;3437320;6724300;504
6769;KULOHARJU;53663;3552260;7312720;614
9404;VAHTO;53793;3243586;6731704;704
1337;MYLLYTÖYRYTH;55395;3466066;6753046;142
1561;UIMILA;55539;3462763;6783618;286
551;POITSILA HELSINGINTIE;72776;3507738;6717113;075
10019;SÄKÄJÄRVITH;73484;3537619;6719301;935
16826;KANAVUORI4-TIE;73655;3443050;6902842;179
1938;LÄNSIRANTA(TIKKAKOSKI);73693;3428485;6921835;179
3649;SOTKANNIEMI;74227;3532978;6955585;297
3634;PUUTOSSALMI;74229;3537577;6958109;297
3643;RÖTIKKÖ;74257;3560429;6971615;297
3598;ASUMA;74263;3547239;6975311;297
46772;SANTALA VALTATIE 25;74698;3282713;6646927;078
8758;SKOGBY;74712;3293798;6651831;710
16749;LOHJANHARJU(MYLLYLAMPI);74824;3346918;6691431;927
88208;HÄMEENTIE;74990;3386354;6712791;543
5835;SALMELANMÄKI;75002;3383577;6716464;543
15928;BREDS;75163;3331232;6663777;149
47274;HARABACKA;75228;3423280;6698877;638
16835;SAKSALA;75234;3421930;6701476;638
201686;KEILANIEMI;75289;3379623;6675671;049
201688;TURVESUONTIE;75296;3378695;6678501;049
9877;PALOJÄRVI;75523;3356014;6689837;927
2389;LÖVKULLA;75547;3315005;6667533;710
8746;LILLVIK;75582;3293115;6667505;710
1523;PÅLSBÖLE;75600;3331885;6671603;149
8107;SUNNANVIKTH;75620;3346798;6670460;755
124512;RUSKELA TH;75742;3364228;6697371;927
9887;SALMI TH;75746;3363849;6698422;927
124514;SAUKOINKOSKI;75764;3358152;6705334;927
5712;KATAINEN TH;75828;3342900;6713235;444
116534;ILMAKEHÄ, LIIKELENTOKUJAN RISTEYS;76027;3388301;6689900;092
124530;LÄHDETIE TH;76328;3414171;6693687;638
6863;KANTELE(PUKKILA);76435;3427522;6727743;616
8025;HANGELBY;76582;3409204;6688434;753
124532;TJUSTERBY TH;76618;3420107;6695811;638
118438;TEOLLISUUSTIEN RISTEYS, LOVIISANTIE;76642;3427892;6699836;638
6251;HARDOM;76764;3454102;6711427;434
2824;KRUUSILA;76920;3304158;6700934;734
15894;RISTIMÄENKULMA;77011;3296178;6768754;430
15893;KOLLANEN (LOIMAA);77014;3293943;6769639;430
4830;MAJANOJANTIEN TH;77017;3291247;6771353;430
1056;RAIJALANTH;77049;3263511;6793370;102
17520;RIPINPERÄ;77059;3257625;6795867;271
17521;RAJAOJA;77063;3252128;6799878;271
100057;MYNÄMÄKI TH, 8-TIE/YLÄNEENTIEN RISTEYS;77184;3226638;6740921;503
7060;VARHOKYLÄ TH;77251;3207586;6772995;631
7257;UNAJA(RAUMA);77278;3204432;6787077;684
5110;VIISARINMÄKI (MERIKARVIA);77403;3219499;6864403;484
118914;LANKOSKI;77409;3218991;6868762;484
5098;JYLLILÄ;77412;3218872;6870447;484
103816;MELLILÄTH;77499;3277287;6749609;430
4822;KOSKENRANTA;77537;3293817;6762428;430
17764;RANTALANKULMA;77544;3298872;6764781;430
4649;SAUKONOJA TH;77578;3251196;6719373;423
100466;TARVASJOKI TH,  VALTATIE 10;77627;3269027;6725183;838
49660;LAPPI VALTATIE 12, HINNERJOEN RISTEYS;77781;3222637;6787413;684
367;NAARJOKITH;77787;3226551;6788557;050
1062;SAMPU (HUITTINEN);77821;3268768;6794921;102
49742;POMARKKU TH;77864;3236316;6853679;608
111626;RIIHIKOSKI TH VT. 41;78010;3259019;6743059;636
201728;VIRTTAA;78054;3266211;6765908;430
50097;PANELIA-KIUKAINEN TH;78234;3234813;6800924;050
118774;KANUNKITH;78552;3300989;6720479;734
200461;SALONTIE;78567;3306972;6725612;761
8187;KOISHUHTA;78604;3305475;6741397;761
103378;VINKKILÄ TH (VEHMAA);79322;3211028;6741592;918
200637;Y-TIEN TH;79325;3208946;6741977;918
18896;PINIPAJU;79456;3200980;6736789;895
15970;AUVAINEN(EURA);79619;3233568;6774860;050
10275;PAPPILA (YLÄNE);79666;3251105;6761701;636
4004;VUORENMAA;79725;3258839;6781886;319
100575;KAUHANOJA (KOULU);79734;3290140;6752607;430
51515;LÄNNENTIE (LOIMAA);79758;3284115;6756898;430
51517;SUNI;79761;3283127;6757738;430
4650;SIKILÄ;79864;3252383;6726802;423
51702;AMMATTI- JA YRITTÄJÄOP, (HUITTINEN);79958;3269711;6793137;102
16976;ESKOL (HUITTINEN);79963;3270776;6793166;102
65;HENNIJOKI;80049;3281672;6774571;430
8193;OINASJÄRVI;80578;3322808;6718499;761
8206;SOMERNIEMI KK;80592;3320914;6722290;761
106680;RAHULA TH;80726;3522000;6844546;491
87041;JOROINEN TH;80836;3543883;6897135;171
52728;SELKÄHARJU;81033;3557798;6769290;405
53064;PARKKILAN TH;81478;3512993;6824761;491
100637;INKEROINEN TH;81936;3493080;6731646;286
5455;VALTOLA TH;82008;3508584;6785858;507
15621;TOMMOLA;82026;3508708;6796553;507
103566;ORAVALA;82233;3478361;6762810;286
1578;RAUTKOSKI TH;82258;3466037;6781398;286
100642;HEINÄLAHTI;82280;3520253;6836368;491
15344;ANTTOLANHOVI;82315;3533064;6831379;491
15870;RANTAHAKA;82564;3500432;6716539;285
17870;TAKAMAA;82736;3485952;6741973;286
276;VÄRÄLÄ;82752;3482785;6745831;286
9444;HILLOSENSALMI;82915;3488733;6787380;286
8085;SIPPOLA;83115;3500260;6736615;286
7840;HÄMÄLÄINENTH;83136;3520059;6778298;739
4446;TOUKKALA;83268;3542899;6774793;416
200998;RAIPPO TH;83335;3561358;6755506;405
15859;KUOMIOLAHTI;83568;3508043;6817674;491
18346;KUORTTI TH;83583;3469935;6813218;588
15707;RINKILÄ;84458;3601013;6868962;740
201369;OSITTU;85056;3446193;6815807;081
103574;HARTOLA TIENHAARA, VALTATIE 4;85076;3447433;6830528;081
5938;LEPPÄHAMMAS;85220;3366829;6847230;562
100692;ETELÄINEN TH;85439;3375797;6774372;109
15214;KAUNIAINEN VT11 / SUUMAA;85477;3300210;6827327;536
5230;TERVAMÄKI TH;85499;3281921;6828727;790
103589;VESUNTI;85504;3277735;6828394;790
119876;PUTAJA;85513;3271185;6827621;790
103590;ÄETSÄ TH;85519;3271072;6802342;790
114791;KIIKKA TH, VALTATIE 12;85529;3275929;6806978;790
201426;TYRVÄÄNKYLÄ TH;85536;3279000;6808104;790
201428;SARKOLA TH;85565;3300089;6815847;536
200999;TOTTIJÄRVI TH;85571;3304737;6818258;536
124584;NOKIA HOTELLI  EDEN TH;85575;3314442;6822604;536
124585;NOKIA HOTELLI EDEN TH;85576;3314520;6822636;536
124440;KUISEMA;85639;3358649;6798820;635
56837;TUULOSTORI TH, VALTATIE 12;85709;3383392;6780778;109
9059;PANNUJÄRVI TH;85715;3384520;6779394;109
10042;KOTALA;85979;3346118;6909794;936
57162;ISO-ÄINIÖ;86060;3411508;6791973;016
124582;NELOSTIE (PADASJOKI);86073;3409832;6798701;576
119885;KIIKKA KK;86126;3273661;6808895;790
10332;VAKKALA(ÄETSÄ);86135;3273024;6811851;790
10326;KIIMAJÄRVI(ÄETSÄ);86145;3271647;6814387;790
57385;VOJAKKALA;86295;3345530;6744658;433
57413;LOPPI;86323;3360150;6737444;433
7376;RIIHIVIITA;86353;3377809;6740698;694
103617;KEIHÄSLÄHDEN KOULU;86818;3327991;6866941;980
10040;KORO;86911;3325695;6905268;936
103626;JÄMINKIPOHJA;86965;3348381;6868586;702
10037;KALLIOJÄRVI(VIRRAT);87125;3335198;6917842;936
200544;130-TIE/WÜRTH;87161;3377082;6733682;694
1637;TERVAKOSKI TH, TIE 130;87185;3371714;6747818;165
4863;MAAKYLÄ;87365;3363992;6721677;433
5887;HENNATH;87436;3417793;6746598;560
5896;LUHTIKYLÄTH;87447;3418729;6751343;560
5505;PYHÄNTAA;87503;3436630;6774279;532
69327;LUSI, KYLÄ;87559;3450600;6799224;111
5903;PAKAA;87673;3433719;6735728;560
8377;SUODENNIEMI;88038;3275767;6834893;790
3967;MARTTILA;88525;3411606;6745773;316
9418;PALMURINNE;88826;3340884;6797287;908
17260;JÄRVENPÄÄ TH (HÄMEENKOSKI);89146;3405318;6778314;283
164;KURHILA;89179;3413532;6787666;016
112868;RAUTAJÄRVI;89251;3377463;6813125;635
6171;JAAKKOLA(PARKANO);89389;3297977;6882395;581
2229;VATIALA;89642;3338179;6822128;211
2221;SUORAMA;89651;3340805;6821751;211
15093;HOKKASKYLÄ;89755;3359594;6890536;508
112893;POHJASLAHTI;89780;3350609;6897964;508
124450;VILPPULA, PUKINLAMMI;89805;3369837;6881918;508
5410;MUSTALAHTI (MÄNTTÄ);89831;3378875;6881513;508
10049;RUOHONPERÄ;90064;3314411;6910679;936
61020;LEIVONMÄKI TH;90141;3453699;6868233;172
1939;MATINMÄKITH;90247;3433145;6915650;179
9283;HIRVANEN;90280;3432452;6934012;892
61247;TAIMONIEMI;90379;3437985;7004600;931
9962;VIITAJÄRVI(VIITASAARI);90389;3436150;7009267;931
100845;SAAKOSKI;90511;3415730;6874957;179
61400;9-TIE MUURAME;90558;3430787;6892894;500
61585;KALMARI;90745;3399966;6969204;729
61592;KALMARIN TH;90752;3401071;6967365;729
10356;HONKOLA(ÄÄNEKOSKI);90840;3431551;6941358;992
5259;SOUTUJOKI TH;90904;3381947;6931058;495
2787;PIILI;91038;3352720;6908435;249
62053;ARVAJA;91213;3408365;6849332;182
113176;LIUKKO;91343;3382311;6894436;249
2764;ISOKIRJA;91361;3384389;6901837;249
2781;LIHJAMO;91394;3382678;6916074;249
62444;OLHAVAINEN;91615;3396647;7036120;256
9913;HUOPANANKOSKI TH;91742;3426066;6994463;931
9938;KÄRNÄ(VIITASAARI);91788;3446820;7008173;931
18813;PATRIA (AVITEC);91856;3385183;6863935;182
62697;VALKEALAHTI TH;91916;3377813;6904002;249
62699;PÖYHÖLÄ TH;91918;3379517;6905651;249
2002;HAAVISTO (JÄMSÄNKOSKI);92028;3403184;6876412;182
2007;KOSKENPÄÄ;92058;3403057;6887410;182
3331;TIKKALA(KORPILAHTI);92129;3420445;6894809;179
4427;OITTILA TH;92174;3431719;6872159;179
8936;HUIKKO(TOIVAKKA);92383;3455027;6894402;850
2450;LOMAKOUHERO TH;92705;3390753;6966776;226
572;RISTIMÄKI(HANKASALMI);93002;3465728;6929097;077
4389;VATIA;93054;3442698;6934329;410
2436;HAAPALAHTI(KARSTULA);93225;3380217;6980180;226
9921;KEITELEPOHJA;93415;3430001;7010967;931
64165;KESKIKYLÄ;93463;3282687;6930316;164
5869;NÄRPIÖ TH;93690;3213423;6942102;545
64426;NIKKARI;93734;3232651;6988958;475
16728;RIIMALA(MUSTASAARI);93741;3234696;6994549;499
15207;VALLVIK;93780;3242403;7016840;499
103556;KERKLAX;93793;3254427;7020466;946
3454;ALAVETELI TH;94002;3318381;7072769;288
15066;KIVIKANGAS;94079;3358356;7027474;584
6219;KOKKONEVA;94107;3366489;7017291;584
4333;MUSTAMAA;94250;3307663;6995821;408
113771;KAUHAJÄRVI  TH;94261;3319326;6994320;408
4325;KAUHAJÄRVITH (LAPUA);94264;3321036;6994063;408
51;PUUMALA;94272;3329495;6994648;005
64962;UUSIKYLÄ TH;94297;3354751;6995512;005
10345;MYLLYMÄKI(ÄHTÄRI);94350;3361503;6939371;989
5;HAKOLA;94594;3289039;7014140;233
121365;PAHKAKANGAS TH;94832;3306496;7016416;233
200502;EVIJÄRVI;94858;3324343;7033901;052
3678;LENTILÄ;94980;3323414;6960264;300
3689;SALMI(KUORTANE);95010;3317496;6979490;300
4319;HAAPAKOSKI (LAPUA);95051;3305391;6988511;408
10354;ÄHTÄRINRANTA;95307;3346870;6959446;989
19264;ÅMINNET (PIETARSAARI);95485;3292800;7066759;598
6492;FISKARS (PIETARSAARI);95491;3290365;7070003;598
3442;LÅLBY;95589;3213871;6918391;287
66149;LÅLBY TH;95590;3214060;6918351;287
3445;PERUS;95796;3218595;6915697;287
15249;TJÄRLAX;95993;3205151;6944437;545
111162;JURVA;96114;3242813;6963242;301
1771;KESTI;96177;3237591;6957912;301
6338;LUOMANKYLÄ(PERÄSEINÄJOKI);96251;3298752;6942808;743
3680;LÄNSIRANTA(KUORTANE);96323;3321426;6967328;300
8167;LAASALA;96525;3351142;6979806;759
3375;TANELINMÄKI;96915;3306006;7030886;233
3372;PURMOJÄRVI;96928;3313553;7024994;233
9756;ISOKYLÄ(VETELI);97161;3338941;7034671;924
9761;POLSO;97189;3352331;7040699;924
9185;ALIKYLÄ (ULLAVA);97294;3341781;7074277;272
67888;SYRI;97462;3375834;7054652;421
111196;HEVOSSUONTIEN POHJOISPÄÄ;97826;3531761;7123226;205
100458;SALMIJÄRVI TH;97836;3542377;7130869;205
68249;JOKIKYLÄ;97891;3563317;7162280;697
16814;LIEPPA;97937;3583440;7188202;777
17396;PIHLAJA;97990;3584554;7205514;777
104044;ALAJÄRVI TH (SUOMUSSALMI);97998;3585352;7211606;777
16816;KUURTOLA;98006;3589460;7218775;777
16818;HALLASENAHO TH;98025;3594742;7239171;777
8448;PIISPAJÄRVI;98033;3596918;7246463;777
68421;KALETON;98071;3588586;7275621;832
8656;POLOJÄRVI;98078;3591110;7280151;832
104046;MURTOVAARA TH;98083;3598910;7292716;305
109239;PENTTILÄNVAARA;98085;3598963;7293862;305
101457;SÄNKIKANGAS KOULU;98100;3600928;7314228;305
123672;SÄNKIKANGAS KOULU;98101;3600833;7314344;305
124425;TORANKI KOULU;98108;3598361;7319181;305
116331;VIRRANNIEMI (KUUSAMO);98166;3591236;7355009;305
3861;VIRRANNIEMI (KUUSAMO);98167;3591107;7355269;305
68642;VASANKARI;98331;3354235;7141867;208
101471;SALOINEN(RAAHE);98426;3378564;7174813;678
82584;ARKALA;98533;3459837;7232165;564
121712;KTK METSÄKONEKOULU;98635;3558291;7276337;832
107080;RANTALA-HANHELA TH;98645;3565226;7282978;832
68923;KUOLION KOULU;98670;3582685;7304245;305
111471;JUUSOLA TH;98690;3591922;7313115;305
68978;AHMAS TH;98838;3478364;7174264;889
6125;MELALAHTI TH;98926;3532861;7147241;578
69205;AMMATTIOPPILAITOS;99089;3401438;7092627;535
7030;VASKIKELLO, VALTATIE 27;99211;3446800;7068553;626
7921;ANNALA;99266;3386356;7087934;746
5625;KUMPUPERÄ;99303;3408592;7097257;535
69422;MALISKYLÄ TH;99308;3411060;7097577;535
69463;SAVISELÄN TH;99352;3454782;7102289;317
27188;KÖYHÄNPERÄNTH;99385;3404562;7057256;691
10239;PERKKIÖ;99511;3377035;7107153;977
121730;VUOKATTI TH;99582;3561816;7116107;765
6930;HOIKANVAARA;99782;3538208;7187802;620
6936;LEIPIVAARA;99789;3537229;7194549;620
119062;NÄLJÄNGÄN TH;99835;3527180;7239300;615
10236;OJAKYLÄ(YLIVIESKA);99920;3375927;7110144;977
15414;KANGAS TH;99942;3389398;7117561;977
17379;PIIPSJÄRVI ALA-ASTE;99972;3398416;7134718;563
15439;KUUSIRATI;100127;3410195;7153011;678
116380;KARHUKANGAS;100170;3444817;7130217;791
6110;HÄRMÄNMÄKI;100211;3559867;7145525;578
7014;LATVANEN;100333;3424037;7057546;626
2167;TYNKÄTH;100382;3357387;7125385;208
8602;SORSAPERÄ;100849;3482348;7150130;785
200725;SAVALOJA;100861;3429912;7157818;791
7650;PAAVOLA (SIIKAJOKI);100891;3414218;7168478;748
7655;REVONLAHTI TH;100923;3402690;7181470;748
70984;KARINKANTA TH;100980;3403317;7197631;748
15914;TEERIRANTA;101442;3617255;7272408;305
104168;LOUKUSA;101914;3543643;7293689;832
109592;RONKAISENNIEMI;101919;3602155;7314086;305
18098;RONKAISENNIEMI;101920;3602284;7313995;305
8328;TUHKAKYLÄ;101963;3554299;7105601;765
8308;PIRTTIMÄKI (SOTKAMO);101977;3555130;7096748;765
6933;KOTILA (PUOLANKA);102076;3543722;7173792;620
1103;VÄISÄLÄ;102188;3562758;7185383;105
116713;POHJAVAARA;102251;3552323;7125480;765
15534;TAIVALKANGAS;102256;3555043;7124408;765
8321;SUMSA;102327;3584087;7119181;765
3509;KUHMONNIEMI;102432;3626090;7116683;290
72075;KOIVUMÄKI;102451;3633173;7125921;290
72086;JUTTUAN TH;102464;3639003;7138581;290
